True_K_U,True_K_U_Ratio,Input_K_U,Input_K_U_Ratio,True_IRI,Est_IRI,Est_IRI_Wrong_Parameter
270261.686,5.0,127200,3.43,2.049177959953141,2.0193023005019746,2.3604535029871623
270261.686,5.0,127200,3.43,0.22517448138928273,0.21963194586961224,0.2570410630265945
270261.686,5.0,127200,3.43,0.8396407156589245,0.8242963599700042,0.9851502665186761
270261.686,5.0,127200,3.43,0.7834269668774204,0.7712399344825994,0.9366961384647465
270261.686,5.0,127200,3.43,1.538985897603219,1.5109936405516318,1.8335365012897449
270261.686,5.0,127200,3.43,1.5569655451304643,1.5218190719806806,1.845265775920811
270261.686,5.0,127200,3.43,1.7132709774525456,1.6775300851822446,2.0290197486301498
270261.686,5.0,127200,3.43,2.2836228640326435,2.2288266959030407,2.650816939135699
270261.686,5.0,127200,3.43,2.5538988559897553,2.506932675650007,3.046950472707104
270261.686,5.0,127200,3.43,2.1656770025793604,2.1082381907838164,2.5913936903736614
270261.686,5.0,127200,3.43,1.2994428790136436,1.2740787442880042,1.5955962927478715
270261.686,5.0,127200,3.43,2.48141198664964,2.4329507960875,2.8788461153902434
270261.686,5.0,127200,3.43,1.757048918082585,1.729961921423838,2.006642178307088
270261.686,5.0,127200,3.43,3.3600303242403626,3.292657224529586,3.957150598200161
270261.686,5.0,127200,3.43,2.794124300567109,2.7385941643368645,3.310464797576597
270261.686,5.0,127200,3.43,1.8004219910687032,1.7716263011886224,2.265329759211562
270261.686,5.0,127200,3.43,1.7726177489008184,1.7399688861531024,2.11661640217164
270261.686,5.0,127200,3.43,0.9605984242740598,0.9409273301762451,1.147000195347269
270261.686,5.0,127200,3.43,1.9962829356389846,1.9650373669933356,2.4163546602302537
270261.686,5.0,127200,3.43,0.7146560471372335,0.7006613184570142,0.8798325172017625
270261.686,5.0,127200,3.43,2.2854435644568847,2.2396069568484895,2.588916160994151
270261.686,5.0,127200,3.43,0.13996952352859857,0.13700349782975768,0.16637727144925582
270261.686,5.0,127200,3.43,0.7770524763259953,0.7601794431475843,0.9536563917095702
270261.686,5.0,127200,3.43,3.746791562156421,3.68336709296,4.275900645998219
270261.686,5.0,127200,3.43,3.101676435094694,3.0398925455102694,3.83612807575652
270261.686,5.0,127200,3.43,3.3268485137879704,3.2643409560361096,3.952710410809225
