True_K_U,True_K_U_Ratio,Input_K_U,Input_K_U_Ratio,True_IRI,Est_IRI,Est_IRI_Wrong_Parameter
172967.479,4.0,127200,3.43,6.119409915540167,6.035372015671034,6.799987831858133
172967.479,4.0,127200,3.43,9.202490771294398,9.053139998787774,10.093819488203486
172967.479,4.0,127200,3.43,8.708751858985133,8.559142453376829,9.899224055115033
172967.479,4.0,127200,3.43,7.756599472928511,7.627659654728857,8.541527092205552
172967.479,4.0,127200,3.43,7.034859192038396,6.877633333089351,7.973411842899636
172967.479,4.0,127200,3.43,7.721921471038906,7.545930092375941,8.506192162516173
172967.479,4.0,127200,3.43,8.549257396575253,8.341512314236793,9.451430395128554
172967.479,4.0,127200,3.43,8.976005853554874,8.794928991941529,9.92814082428166
172967.479,4.0,127200,3.43,8.077949204654352,7.923659840533216,8.794028147403674
172967.479,4.0,127200,3.43,8.828930897974965,8.66371914226252,10.068743986993562
172967.479,4.0,127200,3.43,8.489550366144636,8.305141943054897,9.449487675649971
172967.479,4.0,127200,3.43,8.075969292713214,7.894955147428341,8.851093125498657
172967.479,4.0,127200,3.43,7.9076031330728425,7.741885549923215,8.882409023965478
172967.479,4.0,127200,3.43,8.003751348359506,7.820415145584489,9.20155865112644
172967.479,4.0,127200,3.43,8.11506501421495,7.938151257975872,9.652254863038694
172967.479,4.0,127200,3.43,7.115621411705112,6.964349507965211,8.264780691770127
172967.479,4.0,127200,3.43,6.875847858874166,6.781341488437277,7.714172560481152
172967.479,4.0,127200,3.43,7.41219230002382,7.2819367951954215,8.463143504400605
172967.479,4.0,127200,3.43,8.551820827782509,8.381228652950636,9.523565182792918
172967.479,4.0,127200,3.43,7.570049663959958,7.444766616443905,8.909671924270453
172967.479,4.0,127200,3.43,7.071235108418641,6.9363730563384545,7.961062563212158
172967.479,4.0,127200,3.43,9.473282011385349,9.264497655134043,10.483202405475591
172967.479,4.0,127200,3.43,6.693958347551518,6.554359221953507,7.68512960713902
172967.479,4.0,127200,3.43,7.378930348965102,7.255881931623655,8.528897381512403
172967.479,4.0,127200,3.43,7.6136050657021554,7.486395182364716,8.584089940298645
172967.479,4.0,127200,3.43,7.295109892985118,7.197715690374356,8.197464743621005
172967.479,4.0,127200,3.43,8.125610664303052,8.011181200499085,9.253970025981364
172967.479,4.0,127200,3.43,8.110604637190185,7.944716129611949,9.079060013574034
172967.479,4.0,127200,3.43,8.018554292995736,7.886599472946375,8.877237304250619
270261.686,5.0,127200,3.43,1.4984385497408048,1.4550860899993514,1.775903568118176
270261.686,5.0,127200,3.43,2.279540585967038,2.227282457103679,2.623122300619653
270261.686,5.0,127200,3.43,1.6751391673259255,1.6349122995744498,1.9865511064333754
270261.686,5.0,127200,3.43,1.2569876578833425,1.231482171663769,1.5871087277755185
270261.686,5.0,127200,3.43,2.049177959953141,2.0194264534509276,2.3598117023348326
270261.686,5.0,127200,3.43,0.22517448138928273,0.2196093775188329,0.25728927552954156
270261.686,5.0,127200,3.43,0.8396407156589245,0.8242799696721378,0.9850486115455107
270261.686,5.0,127200,3.43,0.7834269668774204,0.7712877948925868,0.9368034689049407
270261.686,5.0,127200,3.43,1.538985897603219,1.5111958712176081,1.833402450181473
270261.686,5.0,127200,3.43,1.5569655451304643,1.5219573205560022,1.8445704866572634
270261.686,5.0,127200,3.43,1.7132709774525456,1.677542118536771,2.029690332594415
270261.686,5.0,127200,3.43,2.2836228640326435,2.2288062522155005,2.6506568262861263
270261.686,5.0,127200,3.43,2.5538988559897553,2.5068314630186217,3.047652495827404
270261.686,5.0,127200,3.43,2.1656770025793604,2.108038634550357,2.5912841206501493
270261.686,5.0,127200,3.43,1.2994428790136436,1.2740641911483308,1.5957603597915664
270261.686,5.0,127200,3.43,2.48141198664964,2.4330043567268564,2.8800682443399013
270261.686,5.0,127200,3.43,1.757048918082585,1.7301469241196425,2.0073234846291013
270261.686,5.0,127200,3.43,3.3600303242403626,3.292598510100461,3.9634796800346903
270261.686,5.0,127200,3.43,2.794124300567109,2.738657767681549,3.315824141600737
270261.686,5.0,127200,3.43,1.8004219910687032,1.7715979901089784,2.2653478423420776
270261.686,5.0,127200,3.43,1.7726177489008184,1.7400301471619128,2.115692039646996
270261.686,5.0,127200,3.43,0.9605984242740598,0.9410121519026675,1.1468337718133872
270261.686,5.0,127200,3.43,1.9962829356389846,1.9652717907704453,2.4163825437569346
270261.686,5.0,127200,3.43,0.7146560471372335,0.700703715889923,0.8796695060869297
270261.686,5.0,127200,3.43,2.2854435644568847,2.2394974397866054,2.5891064709554636
270261.686,5.0,127200,3.43,0.13996952352859857,0.13700528096827178,0.16645480972173027
270261.686,5.0,127200,3.43,0.7770524763259953,0.7602900834941724,0.953601640280262
270261.686,5.0,127200,3.43,3.746791562156421,3.683626635192792,4.275931245749854
270261.686,5.0,127200,3.43,3.101676435094694,3.0396504187403486,3.843632239118949
270261.686,5.0,127200,3.43,3.3268485137879704,3.2641744072882344,3.9546063525479203
